id,State,match,year,Population,Violent_Crime_rate,MNMR,MNMR_rank,rape,rape_rank,robbery_rate,robbery_rate_rank,assault_rate,assault_rate_rank,property_crime_rate,property_crime_rate_rank,burglary_rate,burglary_rate_rank,larceny_theft_rate,larceny_theft_rate_rank,motor_vehicle_theft_rate,motor_vehicle_theft_rate_rank
HI,Hawaii,15,1988,1093000,257.1,4,36,32.5,23,84.1,34,136.5,43,5731.9,8,1255.8,19,4112.2,8,364,27
RI,Rhode Island,44,1988,995000,396.7,4.1,35,30.5,30,115.2,25,246.9,30,4807.7,20,1261.3,18,2718.5,36,827.9,6
WV,West Virginia,54,1988,1884000,131.4,4.9,34,18.7,46,34.2,43,73.6,49,2107.4,51,610.9,49,1334.8,51,161.7,48
OR,Oregon,41,1988,2741000,545.7,5.1,33,40.5,13,193,13,307.2,21,6513,6,1764.1,6,4154.4,7,594.4,14
DE,Delaware,11,1988,660000,451.7,5.2,32,74.4,1,118.8,23,253.3,29,4347.4,28,1040.6,31,3003.6,22,303.2,31
NJ,New Jersey,34,1988,7720000,582.8,5.3,31,33.7,22,245.2,8,298.6,23,4712.5,21,980.2,33,2837.9,27,894.4,3
CT,Connecticut,10,1988,3241000,455.4,5.4,29,26.2,37,187.6,14,236.2,33,4642.2,23,1218,23,2810.2,28,614,11
OH,Ohio,39,1988,10872000,452,5.4,30,42.6,11,161.4,18,242.7,32,4193.2,30,1031.4,32,2762.6,32,399.2,25
PA,Pennsylvania,42,1988,12027000,362,5.5,28,24.9,39,138.1,20,193.5,37,2814.4,47,696.7,46,1690.9,50,426.8,23
AK,Alaska,2,1988,513000,522.8,5.7,25,57.7,4,72.9,38,386.5,15,4398.8,25,842.3,39,3101.6,18,455,19
CO,Colorado,8,1988,3290000,472.6,5.7,26,38.6,15,98.8,30,329.5,20,5705.7,9,1383.1,15,3900.6,9,422,24
WA,Washington,53,1988,4619000,466.4,5.7,27,56.5,5,145.9,19,258.3,27,6646.6,5,1855.6,4,4358.1,5,432.9,22
KY,Kentucky,21,1988,3721000,330.1,6.2,24,22.4,44,74.3,37,227.3,34,2804.7,48,826.3,40,1792.8,49,185.5,44
IN,Indiana,18,1988,5575000,380,6.4,23,31,28,89,32,253.5,28,3770,40,935.2,34,2481.3,41,353.5,28
OK,Oklahoma,40,1988,3263000,434.5,7.4,22,37.7,19,105.1,28,284.4,25,5154.6,16,1643.4,7,2954.9,23,556.3,15
NC,North Carolina,37,1988,6526000,501.9,7.8,20,28.1,33,108.6,27,357.4,18,4360.4,27,1391.2,14,2718.8,35,250.4,35
VA,Virginia,51,1988,5996000,299.2,7.8,21,27.1,34,112.5,26,151.8,42,3877.5,36,818.4,41,2757.6,34,301.6,32
MO,Missouri,29,1988,5139000,552.5,8,19,29.3,32,168.1,17,347.1,19,4292.2,29,1140.4,26,2717.4,37,434.4,21
AZ,Arizona,4,1988,3466000,610.1,8.5,18,38.8,14,137,21,425.8,10,6861.2,4,1580.3,9,4821.7,1,459.1,18
IL,Illinois,17,1988,11544000,810.4,8.6,16,38.5,16,312.7,4,450.6,9,4810.4,19,1128.7,27,3076.5,20,605.3,12
MS,Mississippi,28,1988,2627000,325.2,8.6,17,36.2,21,77.2,36,203.3,35,3267.6,45,1281,17,1820.3,48,166.4,46
AR,Arkansas,5,1988,2422000,422.7,8.7,15,32.2,24,84.1,35,297.6,24,3796.9,39,1091.8,29,2492.3,40,212.9,40
SC,South Carolina,45,1988,3493000,741.2,9.3,14,42.7,10,124.7,22,564.4,4,4671.2,22,1416.2,13,2950.3,24,304.7,30
TN,Tennessee,47,1988,4919000,532.7,9.4,13,44.7,9,173.6,16,305.1,22,3936.7,35,1237.9,20,2156,45,542.8,17
MD,Maryland,24,1988,4644000,806.8,9.7,12,37.1,20,301.3,6,458.7,7,4897.9,18,1178.6,25,3047.1,21,672.1,10
AL,Alabama,1,1988,4127000,558.6,9.9,11,29.8,31,117.8,24,401.2,14,4003.1,34,1233.8,21,2502.6,39,266.7,34
CA,California,6,1988,28168000,929.8,10.4,10,41.8,12,305.8,5,571.8,3,5705.7,10,1447.1,11,3314.5,13,944,2
NV,Nevada,32,1988,1060000,780.7,10.5,9,73.8,2,291.2,7,405.2,13,5672.5,11,1544.9,10,3528.4,11,599.2,13
MI,Michigan,26,1988,9300000,741.7,10.8,8,69.5,3,241.1,10,420.3,11,5342.7,13,1314.6,16,3287,14,741.1,9
FL,Florida,12,1988,12377000,1117.7,11.4,7,49.7,6,403.3,3,653.3,2,7819.9,2,2294.3,1,4760.6,2,765.1,8
NM,New Mexico,35,1988,1510000,658.1,11.5,6,38.4,18,103.1,29,505.2,6,5948.1,7,1836.9,5,3721.3,10,389.9,26
LA,Louisiana,22,1988,4420000,717.4,11.6,5,38.5,17,209,12,458.3,8,5043.3,17,1444.4,12,3148,16,450.9,20
GA,Georgia,13,1988,6401000,665.3,11.7,4,46.4,8,243.6,9,363.7,16,5661.2,12,1610.8,8,3495.8,12,554.6,16
TX,Texas,48,1988,16780000,652.6,12.1,3,48.4,7,234.2,11,357.9,17,7365.1,3,2157.2,2,4407.9,4,800.1,7
NY,New York,36,1988,17898000,1097.3,12.5,2,30.6,29,544.4,2,509.8,5,5212,15,1218.3,22,3133.8,17,859.9,5
DC,Columbia,9,1988,620000,1921.6,59.5,1,26.6,36,917.7,1,917.7,1,7993.1,1,1983.9,3,4616.8,3,1392.4,1
ND,North Dakota,38,1989,660000,63.2,0.6,51,11.8,51,9.2,51,41.5,51,2497.7,50,358.9,51,2025.8,46,113,50
SD,South Dakota,46,1989,715000,135.5,1.3,50,32,26,11.7,50,90.5,47,2549.7,49,474.7,50,1966,47,109,51
IA,Iowa,19,1989,2840000,266.3,1.9,48,16.2,50,39,43,209.2,35,3815.1,40,846.9,38,2809.9,34,158.3,47
VT,Vermont,50,1989,567000,132.8,1.9,49,23.1,45,18,46,89.8,48,3955.7,36,1029.1,30,2727.7,36,198.9,42
MN,Minnesota,27,1989,4353000,288.3,2.5,46,31.3,29,94.8,33,159.6,42,4094.9,31,896.9,36,2818.1,32,379.9,29
NE,Nebraska,31,1989,1611000,279.5,2.5,47,23.6,43,52,41,201.4,37,3812.1,41,745.5,43,2880.4,25,186.2,43
ID,Idaho,16,1989,1014000,254.6,2.6,44,23.3,44,15,49,213.8,34,3676.3,42,872.1,37,2645.5,39,158.8,46
UT,Utah,49,1989,1707000,258.8,2.6,45,28.6,36,52.6,40,174.9,40,5423.4,14,897,35,4288.8,5,237.6,39
MT,Montana,30,1989,806000,116,2.9,43,18,49,17,48,78.2,50,3881.5,39,691.7,47,2964.3,22,225.6,40
ME,Maine,23,1989,1222000,137.2,3.2,42,18.7,47,24,44,91.2,46,3446.5,44,802.8,41,2460.5,43,183.2,44
NH,New Hampshire,33,1989,1107000,168.5,3.3,41,29.5,34,23.8,45,111.8,45,3427.7,45,736.9,44,2446.9,44,244,38
WI,Wisconsin,55,1989,4867000,222.6,3.6,40,20.4,46,75.2,38,123.4,44,3942.2,37,733.2,45,2877.3,26,331.7,32
MA,Massachusetts,25,1989,5913000,675,4.3,39,31.8,27,202.6,14,436.3,10,4461,27,1065.5,29,2484.8,42,910.7,6
CO,Colorado,8,1989,3317000,471.4,4.4,36,36.2,22,90,34,340.8,19,5568,12,1250.4,16,3864.8,9,452.9,24
WA,Washington,53,1989,4761000,471.7,4.4,37,61.7,3,140.1,20,265.5,28,6122.1,6,1545.1,8,4119.3,7,457.6,22
WY,Wyoming,56,1989,475000,258.3,4.4,38,28.2,37,17.1,47,208.6,36,3630.7,43,631.8,48,2861.7,28,137.3,49
HI,Hawaii,15,1989,1112000,270.1,4.8,34,44.6,14,83.2,35,137.6,43,6000.3,7,1343.4,15,4260.3,6,396.6,26
OR,Oregon,41,1989,2820000,518.6,4.8,35,46.6,9,151.8,18,315.4,24,5642.5,11,1425.4,11,3677,11,540.1,17
RI,Rhode Island,44,1989,998000,378,4.9,33,26.7,40,112.4,27,234,33,4846.9,18,1206.9,19,2715.8,37,924.1,4
DE,Delaware,11,1989,673000,556.5,5.1,31,84.5,1,138.8,22,328.1,21,4308.8,28,902.2,34,3015.5,20,391.1,27
NJ,New Jersey,34,1989,7736000,609,5.1,32,31.7,28,273.3,7,299,26,4660.4,24,976.6,32,2764.7,35,919.2,5
KS,Kansas,20,1989,2513000,400.8,5.5,30,36.5,21,99.8,32,259.1,30,4582,25,1188.7,22,3096,17,297.4,35
CT,Connecticut,10,1989,3239000,511.8,5.9,29,27.5,38,214.8,13,263.6,29,4758.2,21,1236,17,2824.4,31,697.8,10
OH,Ohio,39,1989,10907000,468.6,6,28,44.7,13,170.9,16,247.1,32,4264.6,30,1018.2,31,2811.1,33,435.3,25
IN,Indiana,18,1989,5593000,406.5,6.3,26,32.3,25,101.4,31,266.5,27,4033.5,34,969.1,33,2673.2,38,391.1,28
PA,Pennsylvania,42,1989,12040000,378.6,6.3,27,24.6,41,149.7,19,198,38,2981.8,47,713.7,46,1798.7,50,469.4,21
OK,Oklahoma,40,1989,3224000,491.5,6.5,24,37.5,20,126.2,26,321.3,22,5011.1,17,1563.6,7,2862,27,585.5,15
WV,West Virginia,54,1989,1857000,146.7,6.5,25,18.7,48,42.7,42,78.8,49,2216.2,51,626.5,49,1432.8,51,156.8,48
AZ,Arizona,4,1989,3556000,599.6,6.7,23,36.2,23,139,21,417.7,11,7460.2,3,1667.2,6,5106.1,1,686.9,11
KY,Kentucky,21,1989,3727000,356.9,7.9,20,24.6,42,76.1,37,248.3,31,2960.2,48,819.1,40,1921.4,48,219.8,41
MO,Missouri,29,1989,5159000,632.6,7.9,21,30.8,31,195,15,398.9,15,4494.6,26,1135.8,26,2835.2,29,523.6,19
VA,Virginia,51,1989,6098000,312.5,7.9,22,26.9,39,106.5,29,171.3,41,3898.9,38,756.9,42,2831.2,30,310.9,33
AK,Alaska,2,1989,527000,497.7,8,19,52.9,5,67.6,39,369.3,18,4282.2,29,826.9,39,3000.2,21,455,23
NV,Nevada,32,1989,1111000,625.3,8.2,18,59.6,4,250.6,9,306.9,25,5646.4,10,1404.8,13,3662.1,12,579.6,16
AR,Arkansas,5,1989,2406000,473.7,8.4,16,38.4,17,110.6,28,316.3,23,4082,32,1194.4,21,2621.9,40,265.6,37
TN,Tennessee,47,1989,4940000,548.9,8.4,17,46,11,160.4,17,334.1,20,3964.7,35,1206.9,20,2224.9,45,532.9,18
NM,New Mexico,35,1989,1528000,703.9,8.6,15,45.9,12,105.2,30,544.1,5,5870,8,1711.1,5,3809,10,349.9,30
NC,North Carolina,37,1989,6571000,546.4,8.9,14,29.9,33,133.5,24,374.1,17,4707.4,22,1503.5,9,2918.6,24,285.3,36
IL,Illinois,17,1989,11658000,845.9,9,13,35.7,24,335.7,4,465.4,9,4793.3,20,1076,28,3109.9,16,607.4,14
SC,South Carolina,45,1989,3512000,813.7,9.1,12,46.5,10,130.2,25,627.8,3,4805.6,19,1392.8,14,3070.8,18,342.1,31
MS,Mississippi,28,1989,2621000,311.2,9.7,11,38.8,16,78.3,36,184.4,39,3204.1,46,1145.3,25,1879.7,49,179.2,45
AL,Alabama,1,1989,4118000,590.8,10.2,10,31,30,133.9,23,415.7,12,4037,33,1146.8,24,2592.8,41,297.5,34
MI,Michigan,26,1989,9273000,709.2,10.7,9,71.4,2,222.3,12,404.7,13,5259.2,15,1224.8,18,3311.7,15,722.6,9
CA,California,6,1989,29063000,977.7,10.9,8,41.2,15,331.8,6,593.8,4,5785.8,9,1412.3,12,3346.5,14,1026.9,2
FL,Florida,12,1989,12671000,1109.4,11.1,7,49.7,6,404,3,644.6,2,7695.1,2,2282.8,1,4606.6,3,805.7,8
MD,Maryland,24,1989,4694000,855.4,11.6,6,38,19,332.1,5,473.7,8,4707.2,23,1123.5,27,2919.5,23,664.2,12
TX,Texas,48,1989,16991000,658.5,11.9,5,46.8,8,223.1,11,376.6,16,7268.4,4,2014.9,2,4365,4,888.5,7
NY,New York,36,1989,17950000,1131.2,12.5,4,29.2,35,579.3,2,510.1,6,5162.1,16,1176.2,23,3033.2,19,952.7,3
GA,Georgia,13,1989,6436000,735.8,12.7,3,48.9,7,271.1,8,403,14,6337.3,5,1712.5,4,3971.1,8,653.7,13
LA,Louisiana,22,1989,4382000,781.8,14.9,2,38.2,18,237.3,10,491.4,7,5459.5,13,1464.7,10,3473.5,13,521.3,20
DC,Columbia,9,1989,604000,2141.9,71.9,1,30.8,32,1083.1,1,956.1,1,8151.5,1,1950.3,3,4828.5,2,1372.7,1
ND,North Dakota,38,1990,638800,73.9,0.8,51,17.8,51,7.8,51,47.4,51,2848.5,49,426.6,51,2288.8,46,133.1,50
IA,Iowa,19,1990,2776755,299.7,1.9,49,18.4,50,39.2,42,240.1,36,3801.2,42,808.4,40,2822.9,37,169.9,46
NH,New Hampshire,33,1990,1109252,131.5,1.9,50,34.8,27,27.2,44,67.6,50,3513.7,46,735.5,43,2534.2,44,244,38
SD,South Dakota,46,1990,696004,162.8,2,48,34.3,28,12.4,49,114.1,45,2746.5,50,527.4,50,2108.9,47,110.2,51
VT,Vermont,50,1990,562758,127.2,2.3,47,25.9,43,11.7,50,87.2,49,4213.7,35,1087.3,28,2918.5,31,207.9,41
ME,Maine,23,1990,1227928,143.2,2.4,46,19.7,49,25.1,45,96,48,3554.5,44,823,38,2554.9,42,176.6,45
ID,Idaho,16,1990,1006749,275.7,2.7,43,27.3,42,15,48,230.7,37,3781.4,43,813.2,39,2802.7,38,165.5,47
MN,Minnesota,27,1990,4375099,306.1,2.7,44,34,30,92.7,34,176.7,42,4232.7,34,907.2,35,2959.9,30,365.6,31
NE,Nebraska,31,1990,1578385,330,2.7,45,30,36,51.1,41,246.2,35,3883.1,41,723.8,46,2981.1,27,178.2,44
UT,Utah,49,1990,1722850,283.9,3,42,37.8,26,56.9,40,186.3,41,5376,13,880.6,37,4257.6,5,237.7,40
OR,Oregon,41,1990,2842321,506.8,3.8,41,46.9,14,144.3,23,311.8,25,5139.2,16,1135.4,24,3545.2,12,458.6,23
HI,Hawaii,15,1990,1108229,280.9,4,38,32.5,33,91.4,35,153,43,5825.8,7,1228.2,17,4217.1,6,380.5,30
KS,Kansas,20,1990,2477574,447.7,4,39,40.4,23,117.6,29,285.7,30,4745.4,25,1166.5,21,3243.5,19,335.4,34
MA,Massachusetts,25,1990,6016425,736.3,4,40,33.7,31,217.1,14,481.4,11,4561.5,28,1112.7,26,2525.3,45,923.6,6
CO,Colorado,8,1990,3294394,526,4.2,37,46.2,16,90.6,36,385,20,5527.8,11,1208.8,20,3890.6,8,428.4,27
WI,Wisconsin,55,1990,4891769,264.7,4.6,36,20.7,48,112.7,32,126.7,44,4130.4,38,751.4,42,2962.6,29,416.5,28
RI,Rhode Island,44,1990,1003464,431.9,4.8,35,24.7,45,122,27,280.4,32,4920.8,20,1271.1,13,2695.3,41,954.4,4
MT,Montana,30,1990,799065,159.3,4.9,32,24.4,46,21.7,46,108.4,46,4342.8,31,709.1,47,3391.2,14,242.5,39
WA,Washington,53,1990,4866692,501.6,4.9,33,64,4,130,25,302.7,27,5721.3,8,1262.9,15,4011.4,7,447.1,24
WY,Wyoming,56,1990,453588,301.4,4.9,34,29.5,39,15.9,47,251.1,34,3909.3,40,631,49,3129.3,22,149,49
DE,Delaware,11,1990,666168,655.2,5,31,88.1,1,164.8,19,397.3,19,4705.1,26,970.5,33,3290.8,17,443.9,25
CT,Connecticut,10,1990,3287116,553.7,5.1,30,27.9,41,234.8,12,286,29,4833,23,1227.7,18,2874.4,32,730.9,10
NJ,New Jersey,34,1990,7730188,647.6,5.6,29,29.8,37,301,7,311.1,26,4799.7,24,1017.2,31,2843,34,939.5,5
WV,West Virginia,54,1990,1793477,169.3,5.7,28,23.6,47,37.9,43,102.1,47,2333.7,51,657.1,48,1522.7,51,153.9,48
OH,Ohio,39,1990,10847115,506.2,6.1,27,46.8,15,188.5,17,264.7,33,4337.3,32,982.5,32,2864.1,33,490.6,22
IN,Indiana,18,1990,5544159,473.9,6.2,26,37.9,25,101.3,33,328.4,24,4209.4,36,943.3,34,2827.1,36,439,26
PA,Pennsylvania,42,1990,11881643,431,6.7,25,25.8,44,176.2,18,222.3,38,3045.1,47,729.1,45,1810.5,50,505.5,21
KY,Kentucky,21,1990,3685296,390.4,7.2,24,29,40,69.1,39,285.2,31,2909.1,48,766.9,41,1942.7,49,199.4,43
AK,Alaska,2,1990,550043,524.5,7.5,23,72.9,3,76.7,38,367.4,22,4628.2,27,894.3,36,3168.5,21,565.4,19
AZ,Arizona,4,1990,3665228,652.4,7.7,22,40.9,22,160.9,20,442.8,14,7236.4,3,1669.9,5,4703,2,863.5,8
OK,Oklahoma,40,1990,3145585,547.5,8,21,47,13,121.9,28,370.5,21,5051.2,18,1447.5,8,3002,26,601.7,15
MO,Missouri,29,1990,5117073,715.3,8.8,19,32.5,34,216.4,15,457.6,13,4405.3,29,1065.8,29,2800.2,39,539.4,20
VA,Virginia,51,1990,6187358,350.6,8.8,20,31,35,123.3,26,187.6,40,4090,39,731.1,44,3031.4,25,327.5,35
NM,New Mexico,35,1990,1515069,780.2,9.2,18,49.7,11,115.1,30,606.2,5,5903.9,6,1738.7,4,3828.5,9,336.7,33
NV,Nevada,32,1990,1201833,600.9,9.7,17,62.2,5,238.3,11,290.7,28,5462.7,12,1367.4,11,3502.7,13,592.5,17
AR,Arkansas,5,1990,2350725,532.2,10.3,15,43.3,19,113.2,31,365.4,23,4334.7,33,1210.9,19,2834.4,35,289.4,36
IL,Illinois,17,1990,11430602,967.4,10.3,16,39.4,24,394,4,523.6,7,4967.7,19,1063,30,3262,18,642.8,14
MI,Michigan,26,1990,9295297,790.4,10.4,14,77.6,2,234,13,468.4,12,5204.4,14,1143.3,23,3347.4,15,713.7,11
TN,Tennessee,47,1990,4877185,670.4,10.5,13,49.5,12,191.2,16,419.2,18,4380.6,30,1264,14,2545.1,43,571.5,18
FL,Florida,12,1990,12937926,1244.3,10.7,11,52.4,8,416.8,3,764.4,2,7566.5,2,2170.6,1,4569.6,3,826.3,9
NC,North Carolina,37,1990,6628637,623.5,10.7,12,34.3,29,152.1,22,426.4,17,4862.3,22,1530.4,7,3048.3,24,283.7,37
SC,South Carolina,45,1990,3486703,976.6,11.2,10,53.7,6,152.4,21,759.3,3,5068.7,17,1380.4,10,3302.4,16,385.8,29
MD,Maryland,24,1990,4781468,919,11.5,9,45.7,17,363.8,6,497.9,10,4911.5,21,1119.9,25,3082.9,23,708.7,12
AL,Alabama,1,1990,4040587,708.6,11.6,8,32.6,32,143.7,24,520.7,8,4206.7,37,1103.4,27,2755.4,40,347.8,32
GA,Georgia,13,1990,6478216,756.3,11.8,7,53.6,7,263.5,9,427.4,16,6007.3,5,1619.4,6,3714.3,10,673.6,13
CA,California,6,1990,29760021,1045.2,11.9,6,42.6,20,377,5,613.6,4,5558.4,10,1345.4,12,3197.5,20,1015.5,3
MS,Mississippi,28,1990,2573216,340.4,12.2,5,44.1,18,86.2,37,198,39,3528.8,45,1251.2,16,2070,48,207.6,42
TX,Texas,48,1990,16986510,761.4,14.1,4,51.5,9,260.8,10,435.1,15,7065.3,4,1851.5,3,4304.7,4,909,7
NY,New York,36,1990,17990455,1180.9,14.5,3,29.8,38,624.7,2,512,9,5182.8,15,1160.7,22,2979.4,28,1042.7,2
LA,Louisiana,22,1990,4219973,898.4,17.2,2,42.2,21,269.8,8,569.2,6,5588.2,9,1437.9,9,3548.6,11,601.7,16
DC,Columbia,9,1990,606900,2458.2,77.8,1,49.9,10,1213.5,1,1117,1,8316,1,1983,2,4996.9,1,1336.1,1
ND,North Dakota,38,1991,635000,65.4,1.1,51,18.3,51,8,51,38,51,2728.5,50,372.8,51,2229,46,126.8,50
ME,Maine,23,1991,1235000,132.1,1.2,50,21.9,48,22.7,45,86.3,48,3635.6,44,902.5,36,2569.8,43,163.3,47
SD,South Dakota,46,1991,703000,182.2,1.7,49,39.7,27,18.8,47,122,44,2897,49,589.8,49,2192.3,48,114.9,51
ID,Idaho,16,1991,1039000,290.3,1.8,48,28.9,41,20.7,46,238.9,36,3905.5,40,826,40,2901.2,32,178.3,44
IA,Iowa,19,1991,2795000,303.3,2,47,20.9,49,45,42,235.4,37,3830.7,43,832.5,39,2827.5,38,170.7,46
VT,Vermont,50,1991,567000,116.8,2.1,46,30.5,36,11.8,50,72.3,49,3838.4,41,1020.1,32,2673.9,40,144.4,49
MT,Montana,30,1991,808000,139.9,2.6,45,19.8,50,18.6,48,98.9,47,3508.3,45,523.6,50,2778.3,39,206.3,43
UT,Utah,49,1991,1770000,286.8,2.9,44,45.6,17,55.1,40,183.1,41,5320.8,14,840.2,38,4239.6,4,241,39
MN,Minnesota,27,1991,4432000,316,3,43,39.8,26,98,37,175.3,42,4180.2,37,853.6,37,2963.2,29,363.4,30
NE,Nebraska,31,1991,1593000,334.6,3.3,41,28.1,44,54,41,249.2,35,4019.5,39,726.6,45,3080.4,25,212.6,42
WY,Wyoming,56,1991,460000,310.2,3.3,42,25.9,45,17.2,49,263.9,34,4078.7,38,692.2,47,3232,23,154.6,48
NH,New Hampshire,33,1991,1105000,119.3,3.6,40,29.9,37,33,44,52.8,50,3328.5,46,735.4,44,2372.9,45,220.3,40
RI,Rhode Island,44,1991,1004000,462,3.7,39,30.9,35,122.9,30,304.5,28,4577.4,31,1127.5,29,2655.8,42,794.1,9
HI,Hawaii,15,1991,1135000,241.8,4,38,33,33,86.9,38,117.9,46,5728.6,8,1234.4,19,4158.1,6,336,36
MA,Massachusetts,25,1991,5996000,736.1,4.2,36,32.1,34,194.6,18,505.2,9,4586.2,29,1167.1,24,2500.5,44,918.7,6
WA,Washington,53,1991,5018000,522.6,4.2,37,70.3,4,145.5,25,302.5,29,5781.5,6,1235.5,18,4101.5,7,444.5,25
OR,Oregon,41,1991,2922000,506.3,4.6,35,53.4,7,150.1,24,298.2,30,5248.8,16,1176,23,3598.4,12,474.4,23
WI,Wisconsin,55,1991,4955000,277,4.8,34,25.4,46,119,32,127.7,43,4188.9,36,751.6,43,3000.9,28,436.4,26
NJ,New Jersey,34,1991,7760000,634.8,5.2,33,29.1,40,293.1,8,307.3,27,4796.5,26,1015.7,33,2854.9,35,925.9,5
DE,Delaware,11,1991,680000,714.3,5.4,32,86.5,2,214.7,16,407.6,19,5155.1,19,1127.6,28,3652.4,10,375.1,29
CT,Connecticut,10,1991,3291000,539.7,5.7,31,29.2,39,224.4,14,280.5,33,4824.4,25,1191.1,21,2837.6,37,795.7,8
CO,Colorado,8,1991,3377000,559.3,5.9,30,47,13,107.4,36,398.9,22,5514.8,11,1158.3,25,3930,8,426.4,27
KS,Kansas,20,1991,2495000,499.6,6.1,29,44.8,18,138.4,26,310.3,26,5034.7,24,1306.7,15,3377.1,17,351,32
WV,West Virginia,54,1991,1801000,191,6.2,28,23,47,43.3,43,118.5,45,2472.4,51,666.8,48,1630.7,51,174.9,45
PA,Pennsylvania,42,1991,11961000,450,6.3,27,28.7,42,193.9,19,221.1,38,3108.6,47,719.6,46,1907.4,50,481.5,22
KY,Kentucky,21,1991,3713000,438,6.8,26,35.4,30,83.1,39,312.7,25,2920.3,48,796.6,41,1909.1,49,214.6,41
OH,Ohio,39,1991,10939000,561.8,7.2,24,52.5,9,215.2,15,287,31,4471.2,33,1055.2,31,2915.6,31,500.4,21
OK,Oklahoma,40,1991,3175000,583.7,7.2,25,50.9,12,128.9,29,396.7,23,5085,22,1478.2,8,3050.1,26,556.6,19
AK,Alaska,2,1991,570000,613.9,7.4,23,91.8,1,113.2,35,401.6,21,5087.7,21,979.3,34,3574.6,13,533.9,20
IN,Indiana,18,1991,5610000,505.3,7.5,22,41.3,23,116,34,340.5,24,4312.5,34,977.1,35,2870.6,34,464.8,24
AZ,Arizona,4,1991,3750000,670.7,7.8,21,42.4,20,165.7,22,454.8,16,6734.9,4,1607.5,6,4266.3,3,861.1,7
VA,Virginia,51,1991,6286000,373.2,9.3,20,29.9,38,137.6,27,196.4,40,4234.2,35,783.1,42,3112.5,24,338.6,35
FL,Florida,12,1991,13277000,1184.3,9.4,19,51.7,11,399.8,6,723.4,3,7362.9,2,2005.8,2,4573.5,2,783.6,10
MO,Missouri,29,1991,5158000,763,10.5,17,34,32,251.1,12,467.4,14,4652.6,27,1253.3,17,2840.9,36,558.5,18
NM,New Mexico,35,1991,1548000,834.8,10.5,18,52.4,10,120.3,31,651.6,4,5844.6,5,1723,4,3775.3,9,346.3,33
MI,Michigan,26,1991,9368000,803.1,10.8,16,78.7,3,243.3,13,470.3,13,5335,13,1186.2,22,3469.1,16,679.7,12
TN,Tennessee,47,1991,4953000,725.9,11,15,46.4,14,212.9,17,455.6,15,4640.7,28,1365,13,2662.1,41,613.6,15
AR,Arkansas,5,1991,2372000,593.3,11.1,14,44.6,19,135.6,28,401.9,20,4581.7,30,1226.5,20,3013.8,27,341.4,34
IL,Illinois,17,1991,11543000,1039.2,11.3,12,40,25,456.1,3,531.8,8,5092.9,20,1120,30,3317.5,20,655.3,13
SC,South Carolina,45,1991,3560000,972.5,11.3,13,58.9,6,171.1,21,731.2,2,5206.7,18,1454.9,9,3364.7,18,387.1,28
NC,North Carolina,37,1991,6737000,658.4,11.4,11,34.6,31,178,20,434.4,17,5230.3,17,1692.3,5,3238.7,22,299.3,37
AL,Alabama,1,1991,4089000,844.2,11.5,10,35.6,29,152.8,23,644.4,5,4521.4,32,1268.6,16,2889.5,33,363.4,31
MD,Maryland,24,1991,4860000,956.2,11.7,9,45.9,16,407.1,5,491.5,11,5253.1,15,1157.6,26,3364.7,19,730.8,11
NV,Nevada,32,1991,1284000,677,11.8,8,66,5,312.5,7,286.7,32,5621.7,10,1403.9,11,3565.5,14,652.3,14
CA,California,6,1991,30380000,1089.9,12.7,7,42.4,21,411.3,4,623.5,6,5682.7,9,1397.8,12,3246,21,1038.9,2
GA,Georgia,13,1991,6623000,738.2,12.8,5,42.3,22,268.2,11,415,18,5755.2,7,1514.7,7,3629.2,11,611.3,16
MS,Mississippi,28,1991,2592000,389.1,12.8,6,46.3,15,116.3,33,213.7,39,3831.7,42,1331.9,14,2213.5,47,286.3,38
NY,New York,36,1991,18058000,1163.9,14.2,4,28.2,43,622.1,2,499.4,10,5080.7,23,1132.5,27,2944.3,30,1003.9,3
TX,Texas,48,1991,17349000,840.1,15.3,3,53.4,8,286.5,9,484.9,12,6979,3,1802.4,3,4232.3,5,944.3,4
LA,Louisiana,22,1991,4252000,951,16.9,2,40.9,24,278.9,10,614.3,7,5473.5,12,1411.5,10,3488.6,15,573.4,17
DC,Columbia,9,1991,598000,2453.3,80.6,1,35.8,28,1215.6,1,1121.4,1,8314.7,1,2074.4,1,4879.9,1,1360.4,1
SD,South Dakota,46,1992,711000,194.5,0.6,51,51.8,12,16.9,49,125.3,44,2804.4,49,541.4,50,2161.9,47,101.1,51
IA,Iowa,19,1992,2812000,278,1.6,49,18.8,51,39.6,43,218,38,3679.2,43,753.8,39,2766.3,33,159.1,45
NH,New Hampshire,33,1992,1111000,125.7,1.6,50,38.2,28,33,44,52.9,50,2954.8,47,621.9,49,2138.1,48,194.9,43
ME,Maine,23,1992,1235000,130.9,1.7,48,23.8,48,23.3,46,82,48,3392.7,44,822.3,38,2426.4,41,144,49
ND,North Dakota,38,1992,636000,83.3,1.9,47,23.3,49,7.9,51,50.3,51,2820,48,391,51,2279.6,45,149.4,48
VT,Vermont,50,1992,570000,109.5,2.1,46,24.9,47,8.9,50,73.5,49,3300.5,45,825.6,37,2369.6,43,105.3,50
MT,Montana,30,1992,824000,169.9,2.9,45,25.5,46,26.9,45,114.6,47,4426.2,26,643.9,46,3548.9,13,233.4,40
